"STID","Seq","Part.Seq","Group","ID","Treatment","Quarter","Year","Distribution","AgeEnroll","AgeSurvey","Gender","PhysicalStatus","Language","ZIP","Race","ChildrenInHome","MaritalStatus","KLSDetermination","timeToExpunge","cenExpungeTime","expunge","Recid","total_benefits","total_wages","total_income","Unemployed","local_unemploy","address_change","late_payments","AQuarter","AQID2","AQID3","AQID4","AQID5","AQID11","AQID12","AQID13","BQuarter","BQID1","BQID2","BQID3","BQID4","BQID5","BQID6","BQID7","BQID8","CQuarter","CQID1","CQID2","CQID3","CQID4","CQID5","CQID6","DQuarter","DQID1","DQID2","DQID3","DQID4","DQID5","DQID6","DQID7","DQID8","EQuarter","EQID1","EQID2","EQID3","EQID4","EQID5","EQID6","pstudy_income","pstudy_wages","pstudy_benefits","pstudy_unemploy","FilingStatus","Dependents","FedAdjGrossIncome","Part","white","Female","Disabled","logIncome","pstudy_logIncome","MissedRent","FullTime","HouseSize","JobSat","JobApply","JobDeter","Homeless","Moved","MovedUtility","HouseSat","MoveAttempt","MoveDeter","LifeSat","Married","dependent","pstudy_employed","LessHighSchool","HighSchool","SomeCollege","College","income_lag","unemploy_lag","fullTime_lag","LifeComp","ps_mRent","ps_fullTime","ps_jobApply","ps_jobDeter","ps_moved","ps_moveAttempt","ps_moveDeter"
"KSSTID0283",3,"5068-3",5,5068,0,"2023Q1",2023,11,39,40,"Female","Non-disabled","English","66801","White",3,NA,"no",750,730,0,0,0,0,0,1,2.933333333,NA,NA,"2022Q3",2,2,2,2,1,1,2,"2023Q1",2,6,4,0,2,4,1,1,"2023Q1",2,"1",3,2,1,4,"2023Q1",2,5,6,6,1,"1",2,2,"2023Q1",6,6,7,5,9,6,0,0,0,3.72,NA,NA,NA,283,1,1,0,0,0,NA,0,6,2,0,1,0,0,NA,2,0,1,6,NA,1,1,0,1,0,0,0,1,0,0.524828572071625,1,0,0,1,0,1,0
"KSSTID0283",4,"5068-4",5,5068,0,"2023Q2",2023,12,39,40,"Female","Non-disabled","English","66801","White",3,NA,"no",750,730,0,0,0,0,0,1,2.65,NA,NA,"2022Q4",2,2,2,2,1,2,2,"2023Q2",2,6,5,0,2,4,4,0,"2023Q2",2,"1",3,2,1,3,"2023Q2",2,5,6,6,1,"1",2,3,"2023Q2",3,3,4,2,9,3,0,0,0,3.72,NA,NA,NA,283,1,1,0,0,0,NA,0,6,3,0,1,0,0,NA,2,0,1,3,NA,1,1,0,1,0,0,0,1,0,2.97060503195701,1,0,0,1,0,1,0
"KSSTID0283",5,"5068-5",5,5068,0,"2023Q3",2023,13,39,41,"Female","Non-disabled","English","66801","White",3,NA,"no",750,730,0,0,0,0,0,1,2.983333333,NA,NA,"2023Q1",2,2,2,2,1,1,2,"2023Q3",2,6,4,0,2,4,1,0,"2023Q3",2,"1",4,1,1,4,"2023Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q4",4,4,6,4,10,6,0,0,0,3.72,NA,NA,NA,283,1,1,0,0,0,NA,NA,6,NA,0,1,0,0,NA,2,1,1,4,NA,1,1,0,1,0,0,0,1,0,1.63537862489144,1,0,0,1,0,1,0
"KSSTID0283",6,"5068-6",5,5068,0,"2023Q4",2023,14,39,41,"Female","Non-disabled","English","66801","White",3,NA,"no",750,730,0,0,0,0,0,1,2.533333333,NA,NA,"2023Q3",2,1,1,1,3,1,2,"2023Q4",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q4",NA,NA,NA,NA,NA,NA,"2024Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.72,NA,NA,NA,283,1,1,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,NA,1,1,0,1,0,0,0,1,NA,NA,1,0,0,1,0,1,0
"KSSTID0284",1,"5067-1",5,5067,1,"2022Q2",2022,9,48,NA,"Female","Non-disabled","English","67101","Black",2,"Divorced","no",938,730,0,0,0,0,0,1,2.966666667,0,0,"2022Q1",NA,NA,NA,NA,NA,NA,NA,"2022Q2",NA,NA,NA,NA,NA,NA,NA,NA,"2022Q2",NA,NA,NA,NA,NA,NA,"2022Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2022Q3",NA,NA,NA,NA,NA,NA,0,0,0,4.77,NA,NA,NA,284,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"KSSTID0284",2,"5067-2",5,5067,1,"2022Q4",2022,10,48,NA,"Female","Non-disabled","English","67101","Black",2,"Divorced","no",938,730,0,0,0,0,0,1,2.866666667,0,0,"2022Q2",NA,NA,NA,NA,NA,NA,NA,"2022Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2022Q4",NA,NA,NA,NA,NA,NA,"2022Q4",NA,NA,NA,NA,NA,NA,NA,NA,"2022Q4",NA,NA,NA,NA,NA,NA,0,0,0,4.77,NA,NA,NA,284,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KSSTID0284",3,"5067-3",5,5067,1,"2023Q1",2023,11,48,NA,"Female","Non-disabled","English","67101","Black",2,"Divorced","no",938,730,0,0,0,0,0,1,3.266666667,NA,NA,"2022Q3",NA,NA,NA,NA,NA,NA,NA,"2023Q1",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q1",NA,NA,NA,NA,NA,NA,"2023Q1",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q1",NA,NA,NA,NA,NA,NA,0,0,0,4.77,NA,NA,NA,284,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KSSTID0284",4,"5067-4",5,5067,1,"2023Q2",2023,12,48,NA,"Female","Non-disabled","English","67101","Black",2,"Divorced","no",938,730,0,0,0,0,0,1,3.033333333,NA,NA,"2022Q4",NA,NA,NA,NA,NA,NA,NA,"2023Q2",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q2",NA,NA,NA,NA,NA,NA,"2023Q2",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q2",NA,NA,NA,NA,NA,NA,0,0,0,4.77,NA,NA,NA,284,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KSSTID0284",5,"5067-5",5,5067,1,"2023Q3",2023,13,48,NA,"Female","Non-disabled","English","67101","Black",2,"Divorced","no",938,730,0,0,0,0,0,1,3.3,NA,NA,"2023Q1",NA,NA,NA,NA,NA,NA,NA,"2023Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q3",NA,NA,NA,NA,NA,NA,"2023Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q4",NA,NA,NA,NA,NA,NA,0,0,0,4.77,NA,NA,NA,284,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KSSTID0284",6,"5067-6",5,5067,1,"2023Q4",2023,14,48,NA,"Female","Non-disabled","English","67101","Black",2,"Divorced","no",938,730,0,0,0,0,0,1,2.833333333,NA,NA,"2023Q3",NA,NA,NA,NA,NA,NA,NA,"2023Q4",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q4",NA,NA,NA,NA,NA,NA,"2024Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4.77,NA,NA,NA,284,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KSSTID0285",1,"5066-1",5,5066,0,"2022Q2",2022,9,37,37,"Male","Non-disabled","English","66212","Other",3,"Married","no",938,730,0,0,0,18000,18000,0,2.2,0,0,"2022Q1",2,1,0,2,1,2,4,"2022Q2",1,4,6,0,2,4,0,0,"2022Q2",2,"2",3,2,2,3,"2022Q3",1,3,6,6,4,"1",2,4,"2022Q3",9,8,11,7,9,9,9500,9500,0,3.33,NA,NA,NA,285,0,0,0,9.7981825908907,9.15915233520675,0,0,5,4,0,0,0,0,0,4,0,0,8,1,1,1,0,0,1,0,9.15915233520675,0,1,-1.74895722207874,0,0,0,0,0,0,0
"KSSTID0285",2,"5066-2",5,5066,0,"2022Q4",2022,10,37,38,"Male","Non-disabled","English","66212","Other",3,"Married","no",938,730,0,0,0,18000,18000,0,2.3,0,0,"2022Q2",2,1,0,2,1,2,4,"2022Q3",1,3,6,0,2,4,0,0,"2022Q4",2,"2",3,2,2,3,"2022Q4",1,3,6,6,4,"1",2,4,"2022Q4",9,8,10,7,6,9,9500,9500,0,3.33,NA,NA,NA,285,0,0,0,9.7981825908907,9.15915233520675,0,0,4,4,0,0,0,0,0,4,0,0,8,1,1,1,0,0,1,0,9.7981825908907,0,0,-1.67099261240246,0,0,0,0,0,0,0
"KSSTID0285",3,"5066-3",5,5066,0,"2023Q1",2023,11,37,38,"Male","Non-disabled","English","66212","Other",3,"Married","no",938,730,0,0,0,0,0,1,2.766666667,NA,NA,"2022Q3",2,1,0,2,1,1,4,"2023Q1",1,4,6,0,2,4,0,0,"2023Q1",2,"2",1,2,2,1,"2023Q1",1,3,6,6,4,"1",2,4,"2023Q1",10,10,10,9,2,10,9500,9500,0,3.33,NA,NA,NA,285,0,0,0,0,9.15915233520675,0,0,5,4,0,0,0,0,NA,4,0,0,10,1,1,1,0,0,1,0,9.7981825908907,0,0,-2.7786612494482,0,0,0,0,0,0,0
"KSSTID0285",4,"5066-4",5,5066,0,"2023Q2",2023,12,37,38,"Male","Non-disabled","English","66212","Other",3,"Married","no",938,730,0,0,0,0,0,1,2.6,NA,NA,"2022Q4",2,1,0,2,1,1,4,"2023Q2",1,3,6,0,2,4,0,0,"2023Q2",2,"2",1,2,2,1,"2023Q2",1,3,6,6,3,"1",2,4,"2023Q2",10,11,11,11,1,9,9500,9500,0,3.33,NA,NA,NA,285,0,0,0,0,9.15915233520675,0,0,4,4,0,0,0,0,NA,4,0,0,11,1,1,1,0,0,1,0,0,1,0,-3.36419658647764,0,0,0,0,0,0,0
"KSSTID0285",5,"5066-5",5,5066,0,"2023Q3",2023,13,37,39,"Male","Non-disabled","English","66212","Other",3,"Married","no",938,730,0,0,0,0,0,1,2.833333333,NA,NA,"2023Q1",2,1,0,2,1,2,4,"2023Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q3",2,"2",1,1,2,1,"2023Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q4",10,10,10,NA,4,9,9500,9500,0,3.33,NA,NA,NA,285,0,0,0,0,9.15915233520675,0,NA,NA,NA,0,0,0,NA,NA,4,1,0,10,1,1,1,0,0,1,0,0,1,0,NA,0,0,0,0,0,0,0
"KSSTID0285",6,"5066-6",5,5066,0,"2023Q4",2023,14,37,39,"Male","Non-disabled","English","66212","Other",3,"Married","no",938,730,0,0,0,0,0,1,2.4,NA,NA,"2023Q3",2,1,0,2,1,1,4,"2023Q4",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q4",NA,NA,NA,NA,NA,NA,"2024Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,9500,0,3.33,NA,NA,NA,285,0,0,0,0,9.15915233520675,0,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,NA,1,1,1,0,0,1,0,0,1,NA,NA,0,0,0,0,0,0,0
"KSSTID0286",1,"5065-1",5,5065,1,"2022Q2",2022,9,59,59,"Male","Non-disabled","English","67213","White",0,"Divorced","no",939,730,0,0,0,1451.75,1451.75,0,2.966666667,0,0,"2022Q1",2,1,1,1,4,1,1,"2022Q2",2,2,3,0,2,4,4,0,"2022Q2",NA,NA,NA,NA,NA,NA,"2022Q3",3,5,6,6,1,"1",2,1,"2022Q3",4,1,6,1,10,8,653.5,653.5,0,4.77,NA,NA,NA,286,1,0,0,7.28121359095521,6.48387158534995,1,0,3,1,NA,NA,0,0,0,1,NA,NA,1,NA,0,0,0,0,1,0,6.48387158534995,0,0,2.43291323187923,1,0,NA,NA,0,NA,NA
"KSSTID0286",2,"5065-2",5,5065,1,"2022Q4",2022,10,59,59,"Male","Non-disabled","English","67213","White",0,"Divorced","no",939,730,0,0,0,2353.14,2353.14,0,2.866666667,0,0,"2022Q2",2,1,1,1,4,2,2,"2022Q3",1,2,4,0,2,4,3,0,"2022Q4",NA,NA,NA,NA,NA,NA,"2022Q4",5,5,6,6,0,"0",2,1,"2022Q4",6,5,9,4,10,9,653.5,653.5,0,4.77,NA,NA,NA,286,1,0,0,7.7639307592888,6.48387158534995,1,0,3,1,NA,NA,0,0,0,2,NA,NA,5,NA,0,0,0,0,1,0,7.28121359095521,0,0,0.223733587784099,1,0,NA,NA,0,NA,NA
"KSSTID0286",3,"5065-3",5,5065,1,"2023Q1",2023,11,59,60,"Male","Non-disabled","English","67213","White",0,"Divorced","no",939,730,0,0,0,0,0,1,3.266666667,NA,NA,"2022Q3",2,1,1,1,4,1,1,"2023Q1",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q1",NA,NA,NA,NA,NA,NA,"2023Q1",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q1",NA,NA,NA,NA,NA,NA,653.5,653.5,0,4.77,NA,NA,NA,286,1,0,0,0,6.48387158534995,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,0,0,0,1,0,7.7639307592888,0,0,NA,1,0,NA,NA,0,NA,NA
"KSSTID0286",4,"5065-4",5,5065,1,"2023Q2",2023,12,59,NA,"Male","Non-disabled","English","67213","White",0,"Divorced","no",939,730,0,1,0,0,0,1,3.033333333,NA,NA,"2022Q4",NA,NA,NA,NA,NA,NA,NA,"2023Q2",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q2",NA,NA,NA,NA,NA,NA,"2023Q2",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q2",NA,NA,NA,NA,NA,NA,653.5,653.5,0,4.77,NA,NA,NA,286,1,0,0,0,6.48387158534995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,NA,NA,1,0,NA,NA,0,NA,NA
"KSSTID0286",5,"5065-5",5,5065,1,"2023Q3",2023,13,59,NA,"Male","Non-disabled","English","67213","White",0,"Divorced","no",939,730,0,1,0,0,0,1,3.3,NA,NA,"2023Q1",NA,NA,NA,NA,NA,NA,NA,"2023Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q3",NA,NA,NA,NA,NA,NA,"2023Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q4",NA,NA,NA,NA,NA,NA,653.5,653.5,0,4.77,NA,NA,NA,286,1,0,0,0,6.48387158534995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,NA,NA,1,0,NA,NA,0,NA,NA
"KSSTID0286",6,"5065-6",5,5065,1,"2023Q4",2023,14,59,NA,"Male","Non-disabled","English","67213","White",0,"Divorced","no",939,730,0,1,0,0,0,1,2.833333333,NA,NA,"2023Q3",NA,NA,NA,NA,NA,NA,NA,"2023Q4",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q4",NA,NA,NA,NA,NA,NA,"2024Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653.5,653.5,0,4.77,NA,NA,NA,286,1,0,0,0,6.48387158534995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,NA,NA,1,0,NA,NA,0,NA,NA
"KSSTID0287",1,"5069-1",5,5069,1,"2022Q2",2022,9,38,38,"Female","Non-disabled","English","67901","Hispanic",1,"Single","yes",71,71,1,0,0,0,0,1,2.233333333,0,0,"2022Q1",2,1,0,2,2,2,3,"2022Q2",1,2,2,1,2,4,0,0,"2022Q2",1,"1",5,2,1,5,"2022Q3",1,1,6,6,4,"1",2,1,"2022Q3",6,6,7,5,11,6,8831.44,5472.19,3359.25,3.22,NA,NA,NA,287,0,1,0,0,9.08618658611654,0,1,3,1,1,1,0,1,1,3,0,1,6,NA,1,1,0,0,1,0,9.08618658611654,0,1,0.585038147746089,0,1,1,1,1,0,1
"KSSTID0287",2,"5069-2",5,5069,1,"2022Q4",2022,10,38,39,"Female","Non-disabled","English","67901","Hispanic",1,"Single","yes",71,71,1,0,0,0,0,1,2.266666667,0,0,"2022Q2",2,2,2,2,1,1,3,"2022Q3",1,2,2,0,2,4,0,0,"2022Q4",1,"1",4,2,1,4,"2022Q4",1,1,6,6,4,"0",2,2,"2022Q4",5,3,3,3,11,1,8831.44,5472.19,3359.25,3.22,NA,NA,NA,287,0,1,0,0,9.08618658611654,NA,1,3,2,1,1,0,0,0,3,0,1,3,NA,1,1,0,0,1,0,0,1,1,2.87370269270837,0,1,1,1,1,0,1
"KSSTID0287",3,"5069-3",5,5069,1,"2023Q1",2023,11,38,39,"Female","Non-disabled","English","67901","Hispanic",1,"Single","yes",71,71,1,0,0,0,0,1,2.633333333,NA,NA,"2022Q3",2,1,1,1,3,1,1,"2023Q1",1,2,2,0,2,4,0,0,"2023Q1",1,"1",5,2,1,5,"2023Q1",1,1,6,6,4,"1",2,2,"2023Q1",6,5,9,7,11,7,8831.44,5472.19,3359.25,3.22,NA,NA,NA,287,0,1,0,0,9.08618658611654,1,1,3,2,1,1,0,0,NA,1,0,1,5,NA,1,1,0,0,1,0,0,1,1,0.00155540948703525,0,1,1,1,1,0,1
"KSSTID0287",4,"5069-4",5,5069,1,"2023Q2",2023,12,38,39,"Female","Non-disabled","English","67901","Hispanic",1,"Single","yes",71,71,1,0,0,0,0,1,2.5,NA,NA,"2022Q4",2,1,1,2,2,2,2,"2023Q2",1,2,2,0,2,4,0,0,"2023Q2",1,"1",5,2,1,5,"2023Q2",1,1,6,6,0,"0",2,1,"2023Q2",5,5,8,7,11,4,8831.44,5472.19,3359.25,3.22,NA,NA,NA,287,0,1,0,0,9.08618658611654,1,1,3,1,1,1,0,0,NA,2,0,1,5,NA,1,1,0,0,1,0,0,1,1,0.699818900307031,0,1,1,1,1,0,1
"KSSTID0287",5,"5069-5",5,5069,1,"2023Q3",2023,13,38,40,"Female","Non-disabled","English","67901","Hispanic",1,"Single","yes",71,71,1,0,0,0,0,1,2.733333333,NA,NA,"2023Q1",2,1,0,2,2,2,2,"2023Q3",1,3,2,0,2,4,0,0,"2023Q3",1,"1",5,2,1,5,"2023Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q4",7,9,9,9,10,3,8831.44,5472.19,3359.25,3.22,NA,NA,NA,287,0,1,0,0,9.08618658611654,0,NA,4,NA,1,1,0,0,NA,2,0,1,9,NA,1,1,0,0,1,0,0,1,1,-0.821114183496345,0,1,1,1,1,0,1
"KSSTID0287",6,"5069-6",5,5069,1,"2023Q4",2023,14,38,40,"Female","Non-disabled","English","67901","Hispanic",1,"Single","yes",71,71,1,0,0,0,0,1,2.2,NA,NA,"2023Q3",2,1,0,2,2,2,2,"2023Q4",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q4",NA,NA,NA,NA,NA,NA,"2024Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8831.44,5472.19,3359.25,3.22,NA,NA,NA,287,0,1,0,0,9.08618658611654,0,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,NA,NA,1,1,0,0,1,0,0,1,NA,NA,0,1,1,1,1,0,1
"KSSTID0288",1,"5070-1",5,5070,0,"2022Q2",2022,9,46,46,"Male","Non-disabled","English","67226","White",0,NA,"yes",182,182,0,0,0,1744,1744,0,2.966666667,0,0,"2022Q1",2,1,0,2,2,2,2,"2022Q2",2,3,4,0,2,4,4,0,"2022Q2",1,"2",5,2,2,3,"2022Q3",1,1,6,6,1,"2",2,4,"2022Q3",9,9,10,10,6,8,5821.94,5821.94,0,4.77,NA,NA,NA,288,1,0,0,7.46450983463653,8.66956056781701,0,1,4,4,1,0,0,0,0,2,0,0,9,NA,0,0,0,0,1,0,8.66956056781701,0,1,-2.21666328037852,0,1,1,0,0,0,0
"KSSTID0288",2,"5070-2",5,5070,0,"2022Q4",2022,10,46,46,"Male","Non-disabled","English","67226","White",0,NA,"yes",182,182,1,0,0,0,0,1,2.866666667,0,0,"2022Q2",2,2,2,2,1,1,3,"2022Q3",1,2,2,1,2,4,0,0,"2022Q4",1,"2",5,2,2,3,"2022Q4",1,1,6,6,4,"1",2,4,"2022Q4",8,9,9,9,7,9,5821.94,5821.94,0,4.77,NA,NA,NA,288,1,0,0,0,8.66956056781701,NA,1,3,4,1,0,0,1,1,3,0,0,9,NA,0,0,0,0,1,0,7.46450983463653,0,1,-1.77632452931185,0,1,1,0,0,0,0
"KSSTID0288",3,"5070-3",5,5070,0,"2023Q1",2023,11,46,46,"Male","Non-disabled","English","67226","White",0,NA,"yes",182,182,1,0,0,0,0,1,3.266666667,NA,NA,"2022Q3",2,1,0,2,1,1,2,"2023Q1",1,1,2,1,2,4,0,0,"2023Q1",2,"2",1,2,2,1,"2023Q1",1,1,6,6,4,"0",2,3,"2023Q1",8,8,8,8,8,9,5821.94,5821.94,0,4.77,NA,NA,NA,288,1,0,0,0,8.66956056781701,0,1,2,3,0,0,0,1,1,2,0,0,8,NA,0,0,0,0,1,0,0,1,1,-1.23767112936365,0,1,1,0,0,0,0
"KSSTID0288",4,"5070-4",5,5070,0,"2023Q2",2023,12,46,46,"Male","Non-disabled","English","67226","White",0,NA,"yes",182,182,1,0,0,0,0,1,3.033333333,NA,NA,"2022Q4",2,1,0,2,1,2,3,"2023Q2",1,1,2,0,2,4,0,0,"2023Q2",2,"2",3,2,2,3,"2023Q2",1,1,6,6,4,"0",2,2,"2023Q2",NA,NA,NA,NA,NA,NA,5821.94,5821.94,0,4.77,NA,NA,NA,288,1,0,0,0,8.66956056781701,0,1,2,2,0,0,0,0,NA,3,0,0,NA,NA,0,0,0,0,1,0,0,1,1,NA,0,1,1,0,0,0,0
"KSSTID0288",5,"5070-5",5,5070,0,"2023Q3",2023,13,46,47,"Male","Non-disabled","English","67226","White",0,NA,"yes",182,182,1,0,0,0,0,1,3.3,NA,NA,"2023Q1",2,1,0,2,2,2,2,"2023Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q3",NA,NA,NA,NA,NA,NA,"2023Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q4",9,10,9,9,8,9,5821.94,5821.94,0,4.77,NA,NA,NA,288,1,0,0,0,8.66956056781701,0,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,10,NA,0,0,0,0,1,0,0,1,1,-2.12304334138601,0,1,1,0,0,0,0
"KSSTID0288",6,"5070-6",5,5070,0,"2023Q4",2023,14,46,NA,"Male","Non-disabled","English","67226","White",0,NA,"yes",182,182,1,0,0,0,0,1,2.833333333,NA,NA,"2023Q3",NA,NA,NA,NA,NA,NA,NA,"2023Q4",1,3,4,1,2,4,0,0,"2023Q4",NA,NA,NA,NA,NA,NA,"2024Q1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5821.94,5821.94,0,4.77,NA,NA,NA,288,1,0,0,0,8.66956056781701,NA,NA,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,1,NA,NA,0,1,1,0,0,0,0
"KSSTID0289",1,"1058-1",1,1058,1,"2022Q1",2022,9,57,57,"Female","Non-disabled","English","66210","Black",2,NA,"no",925,730,0,0,0,4326,4326,0,2.333333333,0,0,"2022Q1",2,1,1,1,4,2,1,"2022Q1",1,0,2,0,2,4,0,0,"2022Q1",1,"2",4,2,2,3,"2022Q2",1,2,6,6,4,"1",2,3,"2022Q2",NA,NA,NA,NA,NA,NA,1489.89,1489.89,0,3.33,NA,NA,NA,289,0,1,0,8.37262974022488,7.30712853605389,1,0,1,3,1,0,0,0,0,1,0,0,NA,NA,1,1,0,0,0,1,7.30712853605389,0,0,NA,1,0,1,0,0,0,0
"KSSTID0289",2,"1058-2",1,1058,1,"2022Q3",2022,10,57,58,"Female","Non-disabled","English","66210","Black",2,NA,"no",925,730,0,0,0,4616.31,4616.31,0,2.7,0,0,"2022Q2",2,1,1,2,4,1,1,"2022Q2",1,2,3,0,2,4,0,0,"2022Q3",1,"1",5,1,1,5,"2022Q3",1,2,6,6,4,"1",2,3,"2022Q3",6,6,6,6,3,9,1489.89,1489.89,0,3.33,NA,NA,NA,289,0,1,0,8.43756756341955,7.30712853605389,1,0,3,3,1,1,0,0,0,1,1,1,6,NA,1,1,0,0,0,1,8.37262974022488,0,0,0.0190482615925864,1,0,1,0,0,0,0
"KSSTID0289",3,"1058-3",1,1058,1,"2022Q4",2022,11,57,58,"Female","Non-disabled","English","66210","Black",2,NA,"no",925,730,0,0,0,7512.9,7512.9,0,2.3,0,0,"2022Q3",2,1,1,1,4,2,2,"2022Q4",1,1,2,0,2,4,0,0,"2022Q4",1,"2",3,2,2,2,"2022Q4",1,1,6,6,4,"2",2,4,"2022Q4",4,5,4,4,6,9,1489.89,1489.89,0,3.33,NA,NA,NA,289,0,1,0,8.92450991755454,7.30712853605389,1,1,2,4,1,0,0,0,0,2,0,0,5,NA,1,1,0,0,0,1,8.43756756341955,0,0,1.33485540829551,1,0,1,0,0,0,0
"KSSTID0289",4,"1058-4",1,1058,1,"2023Q1",2023,12,57,58,"Female","Non-disabled","English","66210","Black",2,NA,"no",925,730,0,0,0,0,0,1,2.766666667,NA,NA,"2023Q1",2,1,1,1,4,1,1,"2023Q1",1,1,2,0,2,4,0,0,"2023Q1",2,"2",3,1,1,1,"2023Q1",4,5,4,6,0,"0",1,1,"2023Q1",6,3,5,3,6,6,1489.89,1489.89,0,3.33,NA,NA,NA,289,0,1,0,0,7.30712853605389,1,0,2,1,0,0,0,0,NA,1,1,1,3,NA,1,1,0,0,0,1,8.92450991755454,0,1,1.63336197973304,1,0,1,0,0,0,0
"KSSTID0289",5,"1058-5",1,1058,1,"2023Q2",2023,13,57,59,"Female","Non-disabled","English","66210","Black",2,NA,"no",925,730,0,0,0,0,0,1,2.6,NA,NA,"2023Q2",2,1,0,2,2,2,4,"2023Q2",1,1,3,1,1,4,0,0,"2023Q2",2,"2",2,2,2,2,"2023Q2",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q3",5,5,6,6,6,6,1489.89,1489.89,0,3.33,NA,NA,NA,289,0,1,0,0,7.30712853605389,0,NA,2,NA,0,0,0,1,1,4,0,0,5,NA,1,1,0,0,0,1,0,1,0,0.821097689687463,1,0,1,0,0,0,0
"KSSTID0289",6,"1058-6",1,1058,1,"2023Q3",2023,14,57,59,"Female","Non-disabled","English","66210","Black",2,NA,"no",925,730,0,0,0,0,0,1,2.833333333,NA,NA,"2023Q3",2,1,0,2,2,2,4,"2023Q3",1,1,5,0,2,4,0,0,"2023Q3",1,"1",5,1,1,5,"2023Q4",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q4",6,5,3,4,6,5,1489.89,1489.89,0,3.33,NA,NA,NA,289,0,1,0,0,7.30712853605389,0,NA,2,NA,1,1,0,0,NA,4,1,1,5,NA,1,1,0,0,0,1,0,1,NA,1.55953689512544,1,0,1,0,0,0,0
